sample,adc0,adc1,adc2,adc3
 962,1364,256,0,0
 963,1364,256,0,0
 964,1364,256,0,0
 965,1365,255,0,0
 966,1366,256,0,0
 967,1366,256,0,0
 968,1367,256,0,0
 969,1367,256,0,0
 970,1368,256,0,0
 971,1369,257,0,0
 972,1369,257,0,0
 973,1369,256,0,0
 974,1369,257,0,0
 975,1370,257,0,0
 976,1370,256,0,0
 977,1371,256,0,0
 978,1371,256,0,0
 979,1371,257,0,0
 980,1372,257,0,0
 981,1372,257,0,0
 982,1373,255,0,0
 983,1373,255,0,0
 984,1374,264,0,0
 985,1375,256,0,0
 986,1375,256,0,0
 987,1375,255,0,0
 988,1375,256,0,0
 989,1376,256,0,0
 990,1377,256,0,0
 991,1376,256,0,0
 992,1376,256,0,0
 993,1377,255,0,0
 994,1377,255,0,0
 995,1378,256,0,0
 996,1378,256,0,0
 997,1378,256,0,0
 998,1379,256,0,0
 999,1379,256,0,0
 1000,1380,256,0,0
 1001,1380,257,0,0
 1002,1381,256,0,0
 1003,1380,256,0,0
 1004,1381,256,0,0
 1005,1381,255,0,0
 1006,1381,256,0,0
 1007,1382,256,0,0
 1008,1382,256,0,0
 1009,1383,256,0,0
 1010,1383,256,0,0
 1011,1382,257,0,0
 1012,1383,255,0,0
 1013,1384,256,0,0
 1014,1384,257,0,0
 1015,1385,256,0,0
 1016,1385,256,0,0
 1017,1384,256,0,0
 1018,1386,256,0,0
 1019,1386,256,0,0
 1020,1386,255,0,0
 1021,1387,256,0,0
 1022,1387,257,0,0
 1023,1387,255,0,0
 1024,1387,256,0,0
 1025,1387,256,0,0
 1026,1388,255,0,0
 1027,1388,255,0,0
 1028,1388,255,0,0
 1029,1388,256,0,0
 1030,1389,255,0,0
 1031,1389,257,0,0
 1032,1388,255,0,0
 1033,1389,255,0,0
 1034,1389,256,0,0
 1035,1389,256,0,0
 1036,1389,256,0,0
 1037,1389,256,0,0
 1038,1391,256,0,0
 1039,1390,256,0,0
